"","Country","ISO2","ISO3","UN","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Percentage_%_Individuals using the Internet","2016_Percentage_%_Individuals using the Internet","2015_Percentage_%_Individuals using the Internet","2014_Percentage_%_Individuals using the Internet","2013_Percentage_%_Individuals using the Internet","2012_Percentage_%_Individuals using the Internet","2011_Percentage_%_Individuals using the Internet","2010_Percentage_%_Individuals using the Internet","2009_Percentage_%_Individuals using the Internet","2008_Percentage_%_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2018_Percentage_%_Individuals using the Internet","2016_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2015_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2014_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2013_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2012_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2011_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2010_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2008_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions"
"218","Turkmenistan","TM","TKM","795",NA,0.0868407290661304,0.0706418233502309,0.0539055757591657,0.014212103955545,0.026576054974468,0.0335421768649171,0.0420757773774278,0.00928522905761515,0.00151952067429439,NA,11.8450754446202,11.7442031319759,11.6436043639798,11.4226588671591,11.2179947070445,10.9151654359422,10.2217461702508,10.571917546774,9.87053794823195,21.2509974103691,17.990324461341,14.996774820447,12.2,9.6,7.1958,5,3,1.95,1.75,162.861103290621,151.438408807057,NA,140.909175034459,131.827069286731,114.142164417043,111.999088820972,102.433570380077,42.5900477520361,62.8561060840189,22.998451912337,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0212597976260537,9.67772587320269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","Turks & Caicos Is.","TC","TCA","796",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1169784052694,11.5920721535808,11.5170884800322,10.8612693007691,11.3288426209431,NA,11.5863969436964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8582142170374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Tuvalu","TV","TUV","798",NA,3.95778364116095,4.00890868596882,4.05441931705559,2.27920227920228,4.19033429555825,4.14479137883393,4.10134888807875,0.959324635456638,2.81171223579601,NA,17.5901495162709,17.8173719376392,18.019641409136,13.6711629602625,13.3554388873538,13.5021882856877,11.3960113960114,13.6367911219787,7.67459708365311,49.3183386210322,46.0091515110578,42.7,39.2,37,35,30,25,20,15,70.3605980650836,67.7060133630289,NA,59.4648166501487,34.633612832665,31.3162015289675,26.0731911723624,20.0319759240102,9.59324635456639,15.1946818613485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23210758957961,9.69555943377933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Uganda","UG","UGA","800",0.0275667347140712,0.0235215024378508,0.232325189387338,0.211178661505987,0.0431723445854957,0.111115277934034,0.116264348596489,0.149541377634296,0.0191015302363216,0.0157664354080885,0.437412161603646,0.637133201323364,0.928753457260614,0.860188628765237,0.878972130193598,0.764386263336396,0.91136519471332,1.0087341661957,1.3885717535729,0.743472943446482,23.7065309106142,21.87617046,17.83485947,16.9,15.5,14.1,13.01354333,12.5,9.78,7.9,60.6046777546879,57.6014284890633,57.2726073202307,52.8974058201482,55.1750221739699,50.6202310780543,47.3292835286879,49.8763500853667,29.8739464550998,39.5590167029792,28.1116529139186,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106085497132161,0.55363584910174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Ukraine","UA","UKR","804",12.2818030787825,12.5542678254249,12.2174081712797,11.8061072709192,6.45490404640707,8.03755151150735,8.85842948316205,9.3062102695115,4.14770623244446,3.4642209843887,13.8022346865818,17.2188287697649,20.1447925835038,21.60952334069,24.6739798495307,26.2235689792386,26.8628912359086,28.2608412237628,27.8234061395102,28.321707620103,58.88947945,53,48.8846436813218,46.2359754571651,40.954128997,35.27,28.7082628400713,23.3,17.9,11,133.490837223131,135.195655555072,122.55068222759,143.983655408638,144.278847394403,138.441124320457,130.859020572585,121.941606633464,119.456421121144,117.767819669863,120.558086000585,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95621082243456,28.5297456417394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","United Arab Emirates","AE","ARE","784",31.404608824521,29.1111089327381,13.8616362816714,13.3267875071522,9.20256262347971,10.446622230954,11.3279429783505,11.8487330661725,8.72036832423688,7.86484268889978,24.3110992373657,24.4628158583726,24.4184796890924,24.3837890941282,22.8239207525362,22.6792282159752,21.5223468637205,17.3039424148899,20.4039510541059,19.9579860590105,94.81992254,90.60000732,90.5,90.4,88,84.9999915049492,78,68,64,63,208.978599909794,212.638986516369,208.504833215467,193.703483790174,182.534236651681,174.643446174185,150.687604221407,131.079616715606,134.790660335273,127.789875260644,131.994529364395,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.69028288063959,22.5120802111634,NA,NA,98.4500017817194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","United Kingdom","GB","GBR","826",39.5970258952695,39.0527492122022,38.3807060442176,37.4831935538072,30.178956734316,33.6080017714599,35.454568229376,36.271315825446,28.4539500281209,27.8542054572704,47.6206524697832,48.2598296374562,50.6679543486296,50.4273069786393,50.8048532193861,51.3724051350595,51.4486330573651,52.6459203910608,51.9390117000398,53.3292027314433,94.62,94.77580063,92.0003,91.61,89.8441,87.4799984242111,85.3799985496322,85,83.56,78.39,118.620955771118,119.055556232634,117.548922365427,120.331942477018,119.928202060048,121.066656727813,121.393221624407,120.52481275983,121.729647840723,120.91090316567,120.590264747676,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1591438082323,55.019453908005,NA,NA,94.8967417605954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","United States","US","USA","840",35.6063374798853,33.9951344873274,32.731196484558,31.8538202223765,27.3523823023077,29.4589401095965,30.3514022469835,30.6928650536207,26.1149278104514,25.4146803971974,35.6849076219198,36.6073763237302,37.5619170190009,38.9082079122145,40.3218453641242,42.1089675896822,44.1323670416318,48.4292694955746,45.9968991929808,49.9083328228715,87.2661128245915,85.5444212887222,74.5542024462761,73,71.4,74.7,69.7294607619268,71.69,71,74,123.108149986584,122.557861879255,123.687562436703,119.14392094623,111.556216404889,98.197683848439,97.0685991863844,95.4490458877697,89.5449638043059,92.2677709622272,86.0995201320844,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.3445191916388,53.6311373718272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Uruguay","UY","URY","858",28.336017464489,27.7387425686884,26.917122573361,26.4047662242392,11.4176124312538,17.1847675700471,21.74628692679,24.7103900793898,9.47805101150081,7.32080302471004,33.4426700026237,33.0839619267768,32.5211462535436,32.4275522133734,31.8460044535465,30.9326635674357,29.9189251178242,28.6426982012488,28.6398902442137,28.4700669557295,68.279662557636,66.4,64.5707870971624,61.46,57.69,54.453768680746,51.4046610563616,46.4,41.8,39.3,148.329982677853,149.431753301351,149.904226528107,151.390984021437,161.658504968186,155.422203589203,147.839477948194,141.214550359253,122.745005785634,132.086774676083,105.017482376166,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0363687742176,28.7192374396784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","Uzbekistan","UZ","UZB","860",12.6969978424845,10.3887119390822,8.73475526219898,5.78018624709044,0.413804097916009,0.748996253337885,1.02329795199092,2.69650804426736,0.316171482775308,0.23875210111622,NA,10.7770750022255,10.8547421547865,9.1065352148432,8.24189516021422,6.68167125034882,6.72352280841727,6.63546794177243,6.65263600350761,6.61521886007523,52.3051007893576,46.7912869407806,42.8,35.5,26.8,23.6,18.6,15.9,11.9,9.0801145234501,75.9249788445072,73.9952078368663,NA,70.4287487855064,71.1198450502899,71.8279659412499,68.8437830662363,87.7999110329189,58.4986331600551,73.4747750808154,44.7941581168728,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.509921486033238,6.69477035168011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Vanuatu","VU","VUT","548",NA,1.59118769920493,1.61175582941113,1.58484859661417,0.211675154840376,0.124248994985952,0.120794123950358,1.7314163584551,0.21715809543664,0.0890059812019368,NA,1.57997968547511,1.63654654546761,1.7692619776491,2.17023888922573,2.14195257856489,1.94309396029643,3.01044405213982,2.4203286174084,3.13532858191421,25.719787835664,24,22.351404582536,18.8,11.3,10.598,9.2,8,7.5,7.26911992337492,79.8627018318097,78.5409406100672,NA,64.4775568915281,59.1353149821136,49.5817016385138,58.5509360758961,56.4410907757168,57.1916246465752,71.9420348755985,16.0210766163486,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.138881447993637,4.62831102250071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Venezuela","VE","VEN","862",8.73127253469868,8.86909078838373,8.7505466688084,8.57687210441892,5.88283941527303,6.93682199863716,7.49950639735886,7.98883452527061,4.99999125967959,4.03505492434604,19.2033383184851,20.1639902261319,25.6619596060534,25.8631082571475,25.9911870225339,26.103107883405,26.0508683727238,24.9047220212138,25.3823213158573,24.4967492964666,72,60,64,57,54.9,49.0500830729861,40.22,37.37,32.7,25.88,85.3341710856811,92.4614157763216,71.76613811042,96.7145880657722,101.614534223117,103.744123778082,104.115127916823,99.6334967398432,100.330209304988,98.0316132875105,99.198667150676,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.28512157038625,23.2226589016752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Viet Nam","VN","VNM","704",13.6002094991728,11.9131699816686,9.70658590154581,8.26268947026339,4.17121630313853,5.31766768565743,5.67760753323718,6.54266191077273,3.69054528524535,2.37577912182116,14.9627474576058,4.63572617388414,5.97820565140127,7.90373123122702,7.33294823699906,7.41061919201162,10.6412962679665,16.3405954763985,11.4489602839519,20.0102358129401,58.1400000036297,53,45,41,38.5,36.8,35.07,30.65,26.55,23.92,126.866129923338,128.790785458015,147.195273411973,129.83151518505,148.448818765079,136.343826961989,146.626837379858,143.261019464309,112.781536525201,126.830942660956,86.8151055200007,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.31883245202224,17.1231964115335,NA,NA,70.3496355762121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Virgin Islands (US)","VI","VIR","850",NA,NA,NA,8.5748585148345,8.57786533694044,NA,8.64172910553356,8.65726734783188,8.45769274142014,6.94668215369628,NA,NA,NA,72.4099163474914,72.3975873813193,72.1726826396209,NA,71.4507903890203,NA,70.4807728451678,64.3774942980087,59.60831579895,54.839137296,50.07,45.3,40.5479,35.6,31.22,27.3965096846662,27.3617774210613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.5042901569935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Wallis and Futuna","WF","WLF","876",NA,NA,NA,8.15261699005381,8.36157301599811,9.51111111111111,10.2379410812561,11.1507293354943,6.73297628156083,5.08911474443953,NA,NA,NA,NA,25.3808752025932,NA,25.2929292929293,24.5645834975175,25.4052319049912,22.7773527161438,NA,NA,NA,NA,NA,8.95,8.68,8.16,6.76,8.22,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06756539881239,20.9972013551333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","World","10","100","900",14.0634974380468,13.3211040511105,12.2817412946179,11.3752971559128,7.61703948125953,9.17131801033196,9.6750387708439,10.0999233520245,6.85586703890997,6.09059827668735,12.4937591862405,12.9877740349516,13.5093300235044,14.1799338604695,15.1329466832992,15.9607656040857,16.6692256312136,17.7870009739988,17.1822767603648,18.357684307292,48.6,45.8158544113523,42.9871485915072,39.9388069963139,36.8854038122595,34.3410225253696,31.2756006197128,28.8541082901404,25.4892420136286,23.0694491066999,103.623079156203,100.72109876977,104.013311865227,97.3820501295509,96.6857034170617,93.0775733339426,88.4879778330672,84.2198883445301,67.9520361932583,76.5625556547563,59.7263664753836,70.0878550979326,61.9593530206675,52.1672087665943,45.0733272941508,36.7682847519468,27.3778518137196,21.9027364482467,16.9242192028395,11.5387543352588,8.55087459314776,18.5165506991473,51.4149718326651,49.0393953474391,51.2,44.8127993557174,41.4602845388079,39.1099435658323,37.0116633606436,34.7782331265264,31.8410293288112,29.2543173679841,25.7813253908349,23.1227493834316,9.02708723057795,6.26601830367735
"234","Yemen","YE","YEM","887",NA,1.68494000266357,1.58420459678459,1.49068478624844,0.362774891054165,0.683605537458192,1.02119094485175,1.31663096595986,0.239824555014421,0.11876405355601,NA,4.2752209022807,4.29114794763055,4.31063395276507,4.5253380788844,4.54525408865091,4.51106104814013,4.51854697427386,4.51536711740811,4.42787187684032,26.7183547662977,24.5792083636211,24.08540947,22.55,20,17.4465,14.905,12.35,9.96,6.89,55.1750237714856,60.4863412412037,NA,56.6911311312384,66.218792699746,66.9846382739264,56.7968737039382,49.0095846752724,36.9196578858311,47.8733293730408,29.4397817372495,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45783722399766,4.38970213335869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Zambia","ZM","ZMB","894",0.249917760257376,0.213082084129331,0.194237672746188,0.147298118608173,0.0754594449030662,0.103690594290415,0.0900878327896933,0.133255081173845,0.0809828788028639,0.044386400623262,0.578870967630391,0.601912980129645,0.619716199351017,0.731547069179925,0.742997241260724,0.775544560080351,0.570626644037566,0.87011714845468,0.611322534516544,0.683617478408664,NA,25.5065788475702,21,19,15.4,13.4682,11.5,10,6.31,5.55,79.7369096060729,73.4382304767122,89.1570443670444,72.7845723766844,65.6818587372761,69.6464030789713,72.7588445332402,58.2217414951491,33.3457105521175,40.0337895443652,27.5440303287613,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117055996408239,0.70513903146897,NA,NA,14.2999970950012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Zimbabwe","ZW","ZWE","716",1.40632166020422,1.31569381583166,1.21763342575453,1.18705323175888,0.25988911555245,0.548259074429191,0.778375255882364,1.12046281707554,0.376228309994885,0.145401096598915,1.86198965814477,1.85542961642162,2.17899349630454,2.41556975580017,2.42498053428252,2.27830338523126,2.30001181839323,2.98478711498117,2.7609051487934,3.07429539214916,27.0554876878336,23.11998904,22.7428181020497,16.3647399572904,15.5,12,8.4,6.4,4,3.5,98.9850733268734,91.793458044575,89.4048689080992,92.3471053764817,86.8396735132361,102.118247932099,96.1783509910295,71.3492341823013,31.8592655461401,60.640793628905,13.3665693314029,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.263681952412853,2.81108786757902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
