"","Country","ISO2","ISO3","UN","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2017_Percentage_%_Individuals using the Internet","2016_Percentage_%_Individuals using the Internet","2015_Percentage_%_Individuals using the Internet","2014_Percentage_%_Individuals using the Internet","2013_Percentage_%_Individuals using the Internet","2012_Percentage_%_Individuals using the Internet","2011_Percentage_%_Individuals using the Internet","2010_Percentage_%_Individuals using the Internet","2009_Percentage_%_Individuals using the Internet","2008_Percentage_%_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2009_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Mobile-cellular telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2017_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2016_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2015_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2014_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2013_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2012_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2010_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2011_Per 100 inhabitants_Per 100 inhabitants_Fixed-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Fixed-telephone subscriptions","2018_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2017_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2018_Percentage_%_Individuals using the Internet","2016_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2015_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2014_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2013_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2012_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2011_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2010_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2008_Per 100 inhabitants_Per 100 inhabitants_Individuals using the Internet","2009_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions","2008_Per 100 inhabitants_Per 100 inhabitants_Active mobile-broadband subscriptions"
"126","Luxembourg","LU","LUX","442",37.1207043500567,36.255511817675,35.0617335101094,34.460185516841,33.150550612437,31.967177601501,32.5309643173105,33.6870351802292,31.4423989027787,29.5011382247814,45.2680617961257,46.5104492236996,47.7157220196663,48.8582968234167,48.889481998716,49.3217340017694,50.2395183637025,53.6337664332167,53.7504790037492,53.0887544886784,97.36296032,98.13669867,96.38,94.67,93.7765,91.9499237417387,90.0298585646936,90.62,87.31,82.23,134.142014833336,131.891503701249,132.164933098329,142.357796594917,144.702767819143,145.305772633441,143.412256031285,147.306506555852,145.00722015117,143.141513204657,145.651569308104,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.6883712332012,53.6871272442599,NA,NA,97.061298705829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Macao","MO","MAC","446",30.5645973313744,29.8754386951179,29.0386008654844,28.225084498036,24.5403822607526,25.6358159630806,26.2908488807909,27.3628957926697,23.9631458966565,23.5946813032399,19.5474925431736,22.1656480641198,23.1709625413651,24.2719881744272,26.022520873997,27.4370769625129,28.8159152115368,31.2835481467581,30.1925087867081,32.3871580547112,83.17408907,81.64298546,77.6001318608868,69.78,65.8,61.31,60.2036967182195,55.198,54,49.24,328.790446284443,321.451742391113,NA,314.921813365223,314.542161407504,298.290356996876,286.05415582965,245.663650623057,197.070668693009,208.513820582328,181.002602675651,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.9914674528713,34.1433781216096,NA,NA,83.7940896091516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Madagascar","MG","MDG","450",0.103612351280712,0.0980113343057034,0.105987819735948,0.0977713706412224,0.0254873853753184,0.1390678555998,0.165443918461774,0.105278159862395,0.0222469442903164,0.0174430760864678,0.262909059076404,0.269028637361661,0.596861860733973,0.613330280883687,0.62974016663411,0.634860768716693,0.640932900665849,0.671650046993992,0.636139670373856,0.904997526145629,9.8,4.713662899498,4.173972190007,3.7,3,2.3,1.9,1.7,1.63,1.65,34.142840002578,32.1287624470915,40.5703412338433,44.1269545608648,41.1781649832335,36.8495537373719,39.2837493055445,39.9226691247278,30.5496779467976,36.4592107278679,24.1804592239841,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0315121891051435,0.824400383007543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Malawi","MW","MWI","454",0.062684583445152,0.0612104132857383,0.0505194312367595,0.0349650287008841,0.00746237244845323,0.00804104178906035,0.0554128513116058,0.0525551592824652,0.00731871925244308,0.00718245848415161,0.0826314319009688,0.0981143616064021,0.0652939818814722,0.0863645166647627,0.116412041288797,0.21193505818381,1.47632358113447,1.04616271740952,1.15946843076664,0.788022215214938,13.7821643919877,11.47,5.3,5.83,5.05,4.3506,3.33,2.26,1.07,0.7,43.9865126566791,41.7220290933105,39.0057948378173,39.2152175448841,34.5774641316102,33.3982478755671,30.182446561659,26.410517497025,17.5935640570195,21.4404896086636,10.9826346219266,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0115625364462177,0.810998631253601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Malaysia","MY","MYS","458",8.55112020467626,8.64115283613901,8.8604551317411,10.1212508542015,7.43688810652709,10.0484416143022,9.97253954615172,10.2489057761273,5.60157836440834,4.88067156395839,20.405015434994,21.1486091177504,15.7642318534861,14.8310450127089,14.7663261201818,15.3918078377008,15.7866731910956,16.3421521562916,15.786208063751,16.3114962156175,80.14047901,78.78830993,71.0640678111957,63.6654258813225,57.05751226,65.8,61,56.3,55.9,55.8,136.116321658186,141.65061140986,134.525994691772,145.697384840297,150.430901030157,145.933395665664,142.164687315058,127.958369561033,108.685619346502,120.032111417899,101.751336080628,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74909632169729,16.5736488676056,NA,NA,81.2017066519718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Maldives","MV","MDV","462",10.3685116813006,7.35976083899743,6.16367199986541,5.0943582867129,4.25254419878928,4.54615254873035,4.8968582242723,4.56122202682666,4.35203368440116,4.47194950094919,3.63663863981881,4.10514059169786,4.44510338330053,4.81650418209995,5.18349941956025,5.42766600977399,5.82523783031289,7.75864426058283,6.32964953547353,8.62766625730762,63.1856658848485,59.0925899654109,54.461955146942,49.28,44.1,38.9301,34,26.53,24.8,23.2,181.328842349547,170.790221908175,166.364292141106,162.621588648429,153.056331390872,150.4262583826,141.111477531046,139.410241921707,129.533840033051,135.166815226367,126.837811397226,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63554054586788,13.662753456087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Mali","ML","MLI","466",0.63397416540075,0.218858356250368,0.140953941408514,0.0200644792886291,0.0532846827368592,0.0270346448974361,0.0176840475301483,NA,0.0565376685645831,0.0373541023654032,1.19561799455481,1.1608038490895,1.11776815077702,0.969139007331821,0.911863993215156,0.768164872466345,0.700766782631943,0.761135711282737,0.674822860288284,0.581534224114797,13,11.1121864890589,10.33,7,3.5,2.8,2.2,2,1.8,1.57,119.023326489283,112.536590386332,115.084672725278,130.163449526108,138.805137339117,120.058032125999,91.4474086041262,69.7532451711582,30.5905751761367,49.4398862196933,24.3635472424886,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0546711192496869,0.574453946012411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Malta","MT","MLT","470",43.6730503041562,41.4031370095426,39.2717675196115,37.6430889452185,30.3893997146671,32.1847091930234,33.5585273764464,35.229673847098,27.6164372910349,23.9831888857142,58.1532528321131,54.8668403614251,53.7421720397068,53.1014233356936,53.5477932203153,54.2838101987324,54.4654096996508,59.7786859720992,55.5889915109381,59.9899891143768,81.0119110762945,78.0751488032182,75.96,73.17,68.9138,68.1998742928975,68.0198237885462,63,58.86,50.08,138.093955011383,134.252242047068,140.203939460168,120.897271190311,126.971829185234,130.623182862413,126.177487915146,124.905557390942,102.558850400435,109.976029141612,94.1744751410898,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8052878285142,58.8816359822316,NA,NA,81.4031325230852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Marshall Islands","MH","MHL","584",NA,1.72241551551896,1.73205161513813,1.74097738470377,NA,NA,2.2550844778531,2.3994823274279,NA,NA,NA,NA,NA,NA,4.12913832001259,NA,NA,NA,NA,NA,38.701162619829,29.7877793626081,19.282441803511,16.8,14,12.5,10,7,5.6,4.6,27.5586482483034,NA,NA,26.9851494629085,27.1078542821665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Mauritania","MR","MRT","478",0.300273907396544,0.295079823563888,0.255576213758844,0.238192858119057,0.166247161363347,0.180679903576232,0.197302209250362,0.20351594140369,0.199651736645951,0.178263826823185,1.36167926286412,1.33230746958018,1.27754481590515,1.26767632956619,1.30840398728432,1.41435716729352,1.75551151945675,2.04831155673911,2.00892112815702,2.19437150075337,20.80096366143,18,15.199126690825,10.7,6.2,5,4.5,4,2.28,1.87,95.133459581513,86.8054126147193,103.70605042158,90.0694980427803,95.482811043589,104.471545993262,108.604296981968,92.1114540794209,64.3084579548177,79.4474836121052,63.4660482647187,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.170063868430588,2.31639826978513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Mauritius","MU","MUS","480",21.6385137134673,19.4543451596245,16.8480780432138,15.6734336094314,7.52607265486336,11.2326563955937,12.9355801735152,14.4748300996934,5.85816135325738,4.23727992950643,34.2728173076544,32.669064981467,30.8670103378729,30.171756694954,29.6018228742082,28.9138891809484,27.8502865603819,31.0668253262337,29.9421299996803,30.1577744533522,55.4032403002657,52.19132594,50.1393184766711,44.8032753683379,40.116825135,35.42,34.95,28.33,22.51,21.81,145.472633825729,143.755473049811,151.359114888513,139.925491640835,131.386919366448,122.155207845461,118.533244833616,103.438629024523,87.3597960113859,95.4281204049826,83.3802698702938,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45063465166096,29.3400427028344,NA,NA,58.596169704299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Mayotte","YT","MYT","175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.16631947337722,4.27983257294975,4.39796286360158,4.52198135134891,4.79115361396717,NA,4.93829599158514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09491832845919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Mexico","MX","MEX","484",14.6429769501083,13.7453661051426,13.031474140463,12.1105341912897,9.27565094439698,11.1510298240904,10.7280800893661,10.8283869715963,8.57267897916422,6.79746837419186,16.9279155305695,16.6316709917581,16.9425541387921,16.5527665757375,15.4207737621284,15.6475412216572,17.5552746468308,17.4582572634212,17.2839952000542,17.3438545655104,63.85224909,59.540446,57.4310429923633,44.39,43.46,39.75,37.1762954125184,31.05,26.34,21.71,91.6267069487722,90.5923754166918,93.0077550510264,88.3717556507332,87.1988927634226,89.8341524796675,85.8903890631316,81.7519048476512,73.9735894065266,80.0956435849598,67.9540539137426,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.99699357294645,18.4915218047881,NA,NA,65.7726344759233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Micronesia","FM","FSM","583",NA,3.38779282067846,2.87528920745815,3.00932090545939,0.969769995432947,NA,1.94758605063913,2.87772462446252,NA,NA,NA,6.2327851496963,6.24506646100803,6.25189402635566,6.53816800997711,9.48492343711648,8.03781601056399,8.21389355851172,8.11986466892218,8.44865258557902,35.3040528661747,33.352162552269,31.501081275309,29.65,27.8,25.9744230029883,22.8,20,15.35,14.49,20.7376703541212,21.2421176790818,NA,20.6666972771936,NA,29.636727526764,29.867184659254,26.6795553407443,26.7055110463705,26.7396099542323,26.5590141293955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40230628820876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Moldova","MD","MDA","498",15.3786676222574,14.3934848131037,13.7088481604443,13.1277912889675,6.6263003596845,10.2683688731167,11.5193647656906,12.5004695086938,4.57996767799434,2.80160597496992,27.3498350421427,28.175887581398,28.8067980174171,29.5395386542855,29.9079861157994,29.9778309037643,29.5835328847679,28.4171557049408,28.9263437312155,27.7907015905726,76.1245198931608,70.99999911,69,67,60,43.37,38,32.3,27.5,23.39,90.2279093643742,93.174658491902,88.0139508344637,91.2161790355467,91.7690031956051,90.7289590538044,87.9404280083851,78.8705970144863,52.139099816035,62.421474268376,58.9224465224097,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73522123650826,27.0992836912041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Monaco","MC","MCO","492",51.2434724161109,50.1614919774953,48.8941423693197,48.661116708203,38.7509828147815,44.5913329676358,45.7873770358527,47.6930496757944,38.0400840288423,37.2791924753384,112.129672715992,122.455198999792,122.340425531915,130.136804708627,135.603665398425,126.961328961275,125.46077893582,120.493092216107,123.514878969576,122.577073752342,97.0529768369275,95.2081779700534,93.3633020180933,92.4,90.7,87,80.3,75,70.1,67.25,85.8981037716191,87.4625689519306,84.5070058425107,90.1956625483854,90.2282835860886,96.1057965908783,91.0449808008777,88.2439484787919,65.2926815420428,65.7475008424127,63.0878641890342,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.1927603819676,100.367056664373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Mongolia","MN","MNG","496",9.6570706854044,9.15583151828674,7.39921684720799,6.93851033821265,2.82194613323451,3.90006294478206,4.84868611221286,6.70883518564624,1.49888024366855,1.23500226832499,11.6664921254577,9.39672797038718,7.37107883746831,8.52556947131491,7.76593921039635,6.09683353164751,6.25574840213007,7.1046466482542,6.77027289945245,7.06392709092242,23.7142651737061,22.2657705,22.5000041337688,19.9424474349209,17.699984237,16.4,12.4999911084745,10.2,10,9.8,124.805204981974,110.18232775939,133.178338636863,102.325109832149,102.963666640817,99.8540143959086,119.489056883249,106.206844523151,84.1134850975916,92.300220302541,66.9926418121067,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.39493661656369,7.61784841205852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Montenegro","ME","MNE","499",25.3307932826704,21.8983592085575,18.3093561881441,17.9269358615278,10.3584157622842,14.0221272516675,15.2824721199978,16.5744560317245,9.5240464957243,6.39750853022597,27.537037538487,24.2453745679717,23.5969225079074,24.6345836071431,26.2781957886842,26.9870438815669,27.1283300714942,27.3201713988226,27.3251555328098,27.5707573293693,71.27233254,69.88164684,68.1195810359317,61,60.31,56.8387825490631,35.6115412460109,37.5,35.1,32.9,166.46519950985,165.918496837057,180.693809741498,160.75928773311,161.70176096514,158.68283454007,158.304748971522,185.377836774513,207.751802343408,187.417404188859,186.382540397863,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3494490380156,28.0122964012103,NA,NA,71.517252997763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Montserrat","MS","MSR","500",NA,NA,NA,117.096018735363,1.02061645233721,12.1703853955375,24.2718446601942,54.4684284849707,0.408914332447352,0.2040399918384,NA,NA,NA,60.3986309643648,62.537825297559,60.6796116504854,52.7383367139959,53.072055521535,52.8777709985764,55.2034348803926,NA,NA,NA,NA,NA,NA,54.5509955302723,35,20.26,20.32,NA,NA,NA,100.664384940608,90.7807141416179,91.0194174757282,85.1926977687627,85.417937766931,62.3594356982212,85.7317819963258,66.3129973474801,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1012812690665,57.1311977147521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Morocco","MA","MAR","504",4.30929249315269,3.87526240994029,3.57404169407848,3.31048391016941,1.55982108121075,2.07431284012045,2.50310663847051,2.90547679997609,1.50177485500916,1.56397550785969,6.10378951254754,5.75131484260462,5.89351569023116,6.41124928646338,7.27571369239038,8.67507048570217,9.86421955423727,11.5923659082232,10.8782014244283,11.012782795825,61.76221201,58.27123642,57.08,56.8,56,55.4160531914894,46.107482597,52,41.3,33.1,123.424724619747,118.184816195895,124.171554915357,124.279337032564,129.018698535465,125.827997713706,117.370956533772,111.506640579469,79.2717969041833,98.8835121761668,72.3462305684617,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81566002385527,9.48465588356413,NA,NA,64.8038651924043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Mozambique","MZ","MOZ","508",0.237252476640565,0.215159207202146,0.167441982802836,0.157421776686504,0.073615985059053,0.118402436681765,0.112876165042856,0.140701252608261,0.0600488060342324,0.0499851952246205,0.213608595930486,0.281144016873458,0.2961594812033,0.330197446180205,0.330424442248023,0.303465214544719,0.354507465491228,0.374229110215917,0.364320503810771,0.360113755535667,10,17.5212390868424,16.93353299,9.236314896,7.29393733,6,4.3,4.17,2.68,1.56,41.4517035103961,53.990770658562,47.7157787203989,74.4579931618968,70.3131085062876,48.5169158735726,35.414491383546,32.4768866092535,26.079303909069,30.6999268302239,19.7741432308599,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11730855623158,0.351597703706617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Myanmar","MM","MMR","104",0.224793849444555,0.208995367266549,0.169074672749378,0.0624915457695097,0.04535499801604,NA,NA,NA,0.0462484184443867,0.0200181687663613,0.969799464961853,1.04174918821278,0.969710718977198,0.977435276803133,1.00761992580683,1.0314070296519,1.01962115003424,0.974913093302168,1.02737529141881,0.884102995705484,30.6781831132592,25.07330424,21.72583401,11.52,8,4,0.98,0.25,0.22,0.22,89.8171579488665,95.3647361992275,113.844491877609,77.8153987475419,55.5257927839852,13.1765762817693,7.25413014397873,2.43891734041971,0.999007629138311,1.17389406629751,0.735811404375781,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0429451559685971,1.0103116701698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Namibia",NA,"NAM","516",2.53106133600403,2.73778808498843,2.72865985537166,3.04150841676372,0.445283674253401,1.09591699953936,1.60017335957606,1.81277307390662,0.022921187634668,0.0156602202022713,6.93578934943048,8.03472690169493,7.96647560435683,7.88399864530019,8.03163335639694,8.21720808700931,7.80254813346012,7.4125691286976,7.37511696120644,7.14410651576805,51,31.0333459383454,25.68785182,14.84,13.9,12.9414,12,11.6,6.5,5.32900377208954,111.55245099855,112.803281024442,112.702359718025,110.147850623611,117.487286791767,122.135806095165,97.8152737651057,101.752540225845,78.4018021723712,92.033410198058,51.482973914967,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.816526004104423,7.11365502688175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Nauru","NR","NRU","520",NA,NA,NA,NA,9.49525237381309,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19.1166113291076,57,NA,NA,NA,NA,NA,54,NA,NA,NA,94.5805353258299,94.5107398568019,NA,90.5326013676201,NA,NA,67.0611439842209,66.5342601787488,NA,61.9690154922539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.1983621474067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","Nepal (Republic of)","NP","NPL","524",2.81879648974217,1.82105384562576,0.822288227605085,1.12050583987855,0.22276876959319,0.854483705181965,1.15711035857801,0.931398962713788,0.0635258718765966,0.0450001530005202,2.84515994147719,3.11695777908774,3.14794178708162,3.13506951000723,3.11182146956338,3.0802220754902,3.08161835178068,3.11587529835401,3.12686335897567,3.02272376010075,34,19.688763836629,17.58161800656,15.44,13.3,11.1493,9,7.93,1.97,1.73,130.629366003248,117.814601704782,139.446361818746,101.854611975089,85.562175067563,79.3641686808677,61.5381143905797,49.3856305299835,20.8227080255629,34.0409796509945,15.7500535501821,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350043378220361,3.01898901456265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Neth. Antilles","AN","ANT","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8455072276009,NA,44.9410968657372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1284365560849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Netherlands","NL","NLD","528",43.0843468413019,42.3632747749047,42.2994830488487,41.497756088069,37.9370106558703,39.6263899608381,40.3241558673487,40.5564047478284,36.8631210186371,35.0372016013419,34.584713790977,38.4869658082877,39.8909506018239,41.039811142652,41.1187837364496,42.3040647960264,42.7707743761255,43.3497331431907,42.6151138297903,43.6415085839828,93.19727891,90.4109589,91.7241379310345,91.666666,93.9564,92.859992359525,91.4199957622284,90.72,89.63,87.42,120.625001064839,123.017708602318,NA,122.85063747384,115.802713425342,115.575727660435,117.420127871633,118.467441497419,121.186984076443,114.961909838669,124.498252787404,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8214366986926,44.1643775292574,NA,NA,94.7120737217303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","New Caledonia","NC","NCL","540",NA,NA,NA,20.4272038072049,15.0658509744524,18.3769225752245,20.2844362364802,21.7749375324476,13.2438970749945,10.3184093718965,NA,NA,NA,28.671720804973,33.0545792730981,32.1674828377018,30.692146263423,28.4782291432471,29.6420207427233,26.9612331807186,82.0058408035186,NA,74.00175279141,70,66,58,50,42,33.99,34.51,NA,NA,NA,96.0201427701843,90.797381031527,91.015054381968,88.623572335634,88.4288904276922,83.8095047683787,87.0956545062262,79.6424734996656,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.637360243373,25.5400393198079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","New Zealand","NZ","NZL","554",34.7238986230825,33.6662814433073,32.8485286842453,31.4419750475238,24.9882038286871,28.466202091684,29.1246128429362,30.8700966628112,23.6468959047143,21.3868127732632,37.1062911819218,38.0686315751864,37.7741982909322,40.0907394292639,40.5033183164544,40.9426548323952,42.0726886260738,43.0199846134906,42.546662146461,43.2536256137331,90.8110930723827,88.470186347099,88.22288881795,85.5,82.78,81.644470179502,81.23,80.46,79.7,72.03,136.111308425247,130.921937258344,134.931967934261,121.35575178588,111.657796439955,105.47713131416,110.149879477412,109.08239975848,108.712321061254,107.778791239117,107.990477203374,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.6595574513463,40.9054837891568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","Nicaragua","NI","NIC","558",2.9759952090333,3.29097992339988,2.80813340917967,1.86893001073396,1.25821054538368,1.69346526868416,2.17217210777742,1.81367212726717,1.36937853905804,0.762461728698289,5.03937745891618,5.886688574791,5.81595038304409,5.68862843149228,5.52895772255044,5.36038441179871,4.99994483935381,4.43547590900857,4.87237167160847,4.43277082028695,27.8630400087748,24.5718339595365,19.704291498993,17.6,15.5,13.5,10.6,10,7.3,5.3,128.113912222785,122.867131114437,115.095906720918,116.726190858781,115.060548801502,112.313044034787,97.8135824232105,81.7127245813555,58.2116067353972,68.0323279359004,54.839687533966,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.441494796155,4.48947600959306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Niger","NE","NER","562",NA,0.0400418805666894,0.0370728504841886,0.1359286975288,0.00911077333762552,0.0206179078527312,0.0345865910704663,0.155684622268847,0.00631188288326558,0.00404566075672347,NA,0.529349031972493,0.773724387528322,0.549954271302341,0.547292205545489,0.543117562903417,0.564966639899164,0.506455742140819,0.498715553575199,0.481823891776961,10.22431156,4.32275803028068,2.476219975,1.24867568902241,1.15,1.05,0.9,0.83,0.76,0.7,40.6384999580139,35.9414815613678,NA,44.7912756054334,42.8083335399322,37.8631301589076,30.3201816668643,27.7122047710147,16.4045836136072,22.2826738904976,12.4427214432085,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0123519071192677,0.424486201083896,NA,NA,5.25048768669473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
